path,name,size_kb,n_features,geom_type,crs,minx,miny,maxx,maxy,year_start,year_end,category,error,primary_year
DSAS_cpLO/Reprojected_shorelines/NOAA_1867_Project.shp,NOAA_1867_Project,11.4,17,LineString,EPSG:32119,783393.4420257758,100596.68328222074,813266.1857966462,108084.35670737736,1867.0,1867.0,shoreline,,1867.0
DSAS_cpLO/Reprojected_shorelines/NOAA_1886_Project.shp,NOAA_1886_Project,9.5,17,LineString,EPSG:32119,831185.3472980004,95419.50010042451,837543.2892075956,103697.19564852491,1886.0,1886.0,shoreline,,1886.0
DSAS_cpLO/Reprojected_shorelines/NOAA_1913_Project.shp,NOAA_1913_Project,11.6,38,LineString,EPSG:32119,817277.0254452687,98856.01483073272,843150.7898408704,109824.0680294931,1913.0,1913.0,shoreline,,1913.0
DSAS_cpLO/Reprojected_shorelines/NOAA_1917_Project.shp,NOAA_1917_Project,3.7,2,LineString,EPSG:32119,864490.5598594063,134885.43288385123,880277.0682690721,150608.24231314845,1917.0,1917.0,shoreline,,1917.0
DSAS_cpLO/Reprojected_shorelines/NOAA_1946_Project.shp,NOAA_1946_Project,92.3,53,LineString,EPSG:32119,792916.5346755168,95115.4132143911,879662.3326235502,148833.03575650416,1946.0,1946.0,shoreline,,1946.0
DSAS_cpLO/Reprojected_shorelines/NOAA_1974_Project.shp,NOAA_1974_Project,17.3,5,LineString,EPSG:32119,831111.37112074,100811.83675209992,879828.3548431591,150416.56447241455,1974.0,1974.0,shoreline,,1974.0
DSAS_cpLO/Reprojected_shorelines/Shoreline_Oceanfront_1998_Pr.shp,Shoreline_Oceanfront_1998_Pr,72.8,4,MultiLineString,EPSG:32119,783019.6257277817,94868.59597411193,880097.8743916997,149908.0582405217,1998.0,1998.0,shoreline,,1998.0
DSAS_cpLO/Reprojected_shorelines/Shoreline_Oceanfront_2004_Pr.shp,Shoreline_Oceanfront_2004_Pr,151.7,112,LineString,EPSG:32119,784670.5310987949,95405.13772225007,879941.0373746317,149310.4692373406,2004.0,2004.0,shoreline,,2004.0
DSAS_cpLO/Reprojected_shorelines/Transects2_1849_1973.shp,Transects2_1849_1973,90.4,1051,LineString,EPSG:32119,788662.1425914839,96581.70059776306,880304.3506488875,149538.99691963568,1849.0,1973.0,transect,,1973.0
DSAS_cpLO/Reprojected_shorelines/Transects2_1973_2004.shp,Transects2_1973_2004,93.3,1085,LineString,EPSG:32119,785185.425535202,95902.0567188263,879004.0384883955,148634.77049827576,1973.0,2004.0,transect,,2004.0
DSAS_cpLO/Reprojected_shorelines/app4_New.shp,app4_New,924.3,6915,LineString,EPSG:32119,783019.6257277817,94868.59597411193,880097.8743916997,150416.56447241455,,,other,,
DSAS_cpLO/Reprojected_shorelines/nc1849_187355_Project.shp,nc1849_187355_Project,17.5,7,LineString,EPSG:32119,783397.3062381379,95505.72730821185,840431.0817450965,107859.21440666914,1849.0,1849.0,shoreline,,1849.0
DSAS_cpLO/Reprojected_shorelines/nc1925_1946_Projt.shp,nc1925_1946_Projt,29.7,26,LineString,EPSG:32119,782464.0705917696,95117.21004115604,880509.5539128899,149951.3423592355,1925.0,1946.0,shoreline,,1946.0
DSAS_cpLO/Reprojected_shorelines/nc1970_1988_Project.shp,nc1970_1988_Project,20.8,19,,,,,,,1970.0,1988.0,shoreline,'NoneType' object has no attribute 'geom_type',1988.0
DSAS_cpLO/Reprojected_shorelines/nc1970_1988_cut473.shp,nc1970_1988_cut473,4.2,8,,,,,,,1970.0,1988.0,shoreline,'NoneType' object has no attribute 'geom_type',1988.0
DSAS_cpLO/Reprojected_shorelines/nc1997_Project.shp,nc1997_Project,484.8,5612,LineString,EPSG:32119,783860.8082977732,95278.2465765085,880094.7475512775,149260.89785312116,1997.0,1997.0,shoreline,,1997.0
DSAS_cpLO/Reprojected_shorelines/ncshrln_1988_73_Project.shp,ncshrln_1988_73_Project,177.4,1163,LineString,EPSG:32119,783689.8288203733,95804.68773782998,879681.299568525,150083.91510982998,1988.0,1988.0,shoreline_composite,,1988.0
DSAS_cpLO/Reprojected_shorelines/ncshrln_1988_73_cut473.shp,ncshrln_1988_73_cut473,130.2,969,LineString,EPSG:32119,783689.8288203733,100809.32652526908,831074.1532682974,107483.86684820615,1988.0,1988.0,shoreline_composite,,1988.0
